order_id,user_id,promo_id,address_id,created_at,order_cost,shipping_cost,order_total,tracking_id,shipping_service,estimated_delivery_at,delivered_at,status
2973c405-100e-4ece-af7f-077783132b3c,60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96,,299ec70d-f1e7-4807-9d0e-6fd86e3ebcab,2021-02-10T04:30:24Z,254.0,7.63,261.63,bdff250d-3d01-49e9-a4cd-4ae18bed9cb5,dhl,2021-02-12T04:30:24Z,2021-02-11T04:30:24Z,delivered
01e059c6-9aee-4dfe-b5b5-8c403bb21a82,db41a6d4-70fc-43b1-82a5-393b46a2bdfa,Optional,9285957a-e1fd-4205-960e-f739a9c7dfd2,2021-02-10T12:51:19Z,45.75,9.72,38.47,b3dcd35d-2d18-4e48-b35f-57ddacbcb8d0,usps,2021-02-14T12:51:19Z,2021-02-11T12:51:19Z,delivered
38c516e8-b23a-493a-8a5c-bf7b2b9ea995,96ca8e55-2cbd-4c9b-9540-ff0ac6309797,Mandatory,0314fc1b-d832-4562-bda4-7dbe09d2868c,2021-02-11T16:11:14Z,213.85,8.88,202.73,,,,,preparing
40f5d51c-0a3c-481a-96e8-0784818e082d,6b116938-3785-4983-a5d7-33f6af32f0ba,,18e90fce-7517-42c3-bd20-7028608da7df,2021-02-10T17:47:04Z,191.75,5.31,197.06,9a9f20cc-e4f1-46d8-8fb3-96afc46d1824,fedex,2021-02-12T17:47:04Z,2021-02-11T17:47:04Z,delivered
19c066e5-c505-4814-8e68-ac6ab2971a67,d055abf7-ba8e-463b-975a-c5cb10f6d8eb,,cc3b5481-169f-4fa0-8818-8d8e728773cd,2021-02-11T10:25:50Z,441.0,2.52,443.52,49d89a2e-a177-42c8-95cf-37570edf5b08,ups,2021-02-14T10:25:50Z,2021-02-12T10:25:50Z,delivered
f5df9a3a-9a21-4648-a03f-bdaf633969e4,2f0a3789-41ac-4732-bf29-b3ea5f4ed831,,c1661061-176f-4e18-96a3-3ae16fdee80b,2021-02-11T04:49:17Z,398.05,4.92,402.97,fb2c538e-c110-47a1-9337-0a1a7687f922,ups,2021-02-13T04:49:17Z,2021-02-16T04:49:17Z,delivered
d1f27bac-ff50-489e-a5e0-12fd99fcf3e8,6f0c43cb-42af-45e0-83ae-f0ed3b4e2e8e,,7986bf80-2ce5-4fac-8e06-fc6db16dd2d9,2021-02-11T06:23:40Z,241.5,4.77,246.27,d9b38782-2b75-4fd7-9652-c6011b2e4fba,fedex,2021-02-16T06:23:40Z,2021-02-14T06:23:40Z,delivered
dbfaf983-63e8-4246-899b-f0689e54ea56,f47ac0f5-2afa-4e71-8328-bd881947159b,,aa61ded6-4588-48dd-9759-1bd36ec5d787,2021-02-11T20:21:38Z,325.0,6.92,331.92,1a0aed25-71fb-4596-85ef-c4790d2e3048,fedex,2021-02-12T20:21:38Z,2021-02-14T20:21:38Z,delivered
f5e96989-b540-486f-bb13-1f4297c194bd,e3302139-c0ba-4715-9c35-68dde8347b56,,4983fb6f-b53f-4022-95ca-d17eb4974093,2021-02-11T10:22:46Z,367.0,2.27,369.27,99870825-fa59-4d25-98ba-4fbe0d26e08f,fedex,,2021-02-14T10:22:46Z,delivered
4eae9c6e-4c96-430f-b103-21203c72064f,707a74bd-593f-4bdc-85e3-b8ff6b538399,,aa61ded6-4588-48dd-9759-1bd36ec5d787,2021-02-11T15:50:51Z,135.0,8.55,143.55,18189a49-83c4-4afc-8e5c-d5d376c6c52b,ups,2021-02-14T15:50:51Z,2021-02-13T15:50:51Z,delivered
38893be1-b3c0-4460-ab69-f83f6ac95c6a,bbe518c7-5ea8-444e-acef-6c18be8336bc,,27b514cc-7ff4-4451-b1ba-27bb2f5011c8,2021-02-11T11:00:59Z,196.5,2.28,198.78,bd2aaf67-98f8-42e3-9558-560974400f0b,usps,2021-02-12T11:00:59Z,,shipped
b2b891d1-56c5-4876-a24f-a7961b3e1b3b,20e2eaa5-e8b9-4675-bc3b-11c048b060d9,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac,2021-02-11T14:53:52Z,145.75,7.49,153.24,35b3fc7e-8cac-4760-8bc5-f980f9b6377f,usps,2021-02-15T14:53:52Z,,shipped
45319e78-6d23-4728-a135-75dbda6bde49,7193aa74-ca9f-4769-b290-a817bd2e4266,,632eadda-3e81-492c-8108-d5982aeac84d,2021-02-11T11:00:45Z,100.75,6.95,107.7,901004b6-66a9-4c77-9aea-364d28211e36,usps,2021-02-12T11:00:45Z,2021-02-12T11:00:45Z,delivered
a11ec73d-efcb-4918-be37-fa6f812d22de,96aa719e-c5a3-4645-ba89-16c304fb59b0,,bc355137-f7dd-4461-83d3-f288994d450a,2021-02-10T19:10:46Z,726.75,7.28,734.03,6904e80a-7ac3-47c9-80ae-79f1e0e7401f,ups,2021-02-15T19:10:46Z,2021-02-16T19:10:46Z,delivered
0ec01f36-fc49-456b-8ca5-7a7d5ea50df5,c42fc8e5-9ab6-4fbf-84bf-40ff309bf24c,,d0042646-63e0-434e-874c-aec1d434f2df,2021-02-10T06:45:40Z,45.5,8.89,54.39,732d71e6-3811-4867-a00f-2058c0d148cd,ups,,2021-02-11T06:45:40Z,delivered
e2b27601-37f6-413d-9377-ed9a3a8a5ac8,6cf2751f-d815-4fbc-b04a-245c1301574c,,2466034c-a22b-4b0e-95af-2d34160779bc,2021-02-11T22:55:16Z,35.5,6.03,41.53,ef8a13fe-99e5-41ca-9f49-04b04f796895,ups,2021-02-14T22:55:16Z,2021-02-13T22:55:16Z,delivered
8899a38e-2c99-46ea-adb4-526c3a1fac38,467a047e-c8df-4304-8fc9-949acd7bcf4a,,5eadcadd-a524-443f-8fcb-d0ef1981da0a,2021-02-11T14:56:45Z,161.5,9.21,170.71,069d4b43-4d46-4c5c-88a0-04f8841117ec,ups,2021-02-16T14:56:45Z,2021-02-14T14:56:45Z,delivered
bb219a8e-f747-4cc5-ac19-9f505baed9ff,6b116938-3785-4983-a5d7-33f6af32f0ba,,6b49d7c6-6ede-4a8a-ade1-ec5888c7ce14,2021-02-10T06:06:56Z,358.0,4.73,362.73,859c2d79-309b-4fc5-8133-78a0b2787950,ups,2021-02-12T06:06:56Z,2021-02-13T06:06:56Z,delivered
0ac61965-6392-4fe3-bb4f-292438c37de0,78fe6452-8a56-4226-ae22-f372116b12ff,,1d3482c6-e56b-47df-91f8-4b32bc908b2b,2021-02-11T07:45:00Z,372.75,4.92,377.67,0c59fc80-862a-418a-ac64-93093d8edea8,ups,2021-02-15T07:45:00Z,2021-02-17T07:45:00Z,delivered
03232fbc-033a-4ba9-b0d7-195b987682ef,2f0a3789-41ac-4732-bf29-b3ea5f4ed831,,632eadda-3e81-492c-8108-d5982aeac84d,2021-02-10T01:30:52Z,342.0,5.83,347.83,824da197-861b-4e3f-be1a-3abad6af5eb7,ups,2021-02-15T01:30:52Z,2021-02-17T01:30:52Z,delivered
4650242f-8513-49dd-b2e8-4df3c388fd22,48ebf150-7cb7-4358-a5ef-1a2b0aa831b9,,56078786-b8da-47a0-8a7c-befda74f8cd8,2021-02-11T18:43:30Z,457.0,1.58,458.58,989f31d6-d932-494a-9ec6-233b66f3756a,ups,2021-02-13T18:43:30Z,2021-02-14T18:43:30Z,delivered
cfd3e3f3-2b77-4858-b3ed-683496b33cfa,aa2bd310-8be1-4b6c-a852-2789d8652ac7,,d0042646-63e0-434e-874c-aec1d434f2df,2021-02-11T13:48:32Z,91.5,2.97,94.47,24b536c6-d20c-4c56-b20d-bf30b2285a82,fedex,2021-02-12T13:48:32Z,2021-02-16T13:48:32Z,delivered
19f1c3c5-3840-4d33-8d88-30fad93fa25e,707a74bd-593f-4bdc-85e3-b8ff6b538399,leverage,b8f77f86-d46a-412a-9dce-7b458a34618d,2021-02-11T06:14:33Z,160.25,3.72,153.97,870fae93-822b-4b4a-b4ad-923fe2684c03,fedex,2021-02-14T06:14:33Z,2021-02-14T06:14:33Z,delivered
4187e4d5-0629-4725-8ff5-1e88bf584dc2,c4706c3b-a72a-4a8e-8a54-55c6b0238f86,,42e017a2-ca97-4f71-bf3c-d32605ef9d43,2021-02-11T13:24:29Z,482.75,3.97,486.72,5e1a9911-135c-4224-97e1-dd160833794e,ups,2021-02-16T13:24:29Z,2021-02-13T13:24:29Z,delivered
5f994f7e-2e13-4720-99ed-cfbdcdfd6e2a,5555f2b6-d408-419f-aa60-22c0f0440f50,leverage,25caf41f-ca5a-4cbb-bc2c-b5d9fcebe66b,2021-02-10T04:51:03Z,228.6,8.65,227.25,f1e5ee01-bd53-49da-b285-79aea19ec95e,ups,2021-02-13T04:51:03Z,2021-02-16T04:51:03Z,delivered
484655dc-c294-4f4a-9ac4-de88a2e440e3,1690815f-a96f-4f41-af89-bde6e90ad560,,2aaf2e91-8735-4def-82ca-31dce98ff634,2021-02-11T14:09:11Z,343.25,6.87,350.12,a67ee95f-0f4c-4ab9-84ca-0d77dc8adf13,ups,2021-02-13T14:09:11Z,2021-02-14T14:09:11Z,delivered
e86dab74-f840-482c-b833-0e60b4e58a27,bf7367be-d029-4255-81a1-3a295eeb9c56,,2c7bd191-c7c9-45d3-9dd0-612320bd9817,2021-02-11T23:49:14Z,165.0,7.52,172.52,8fc43e60-b2db-4d6b-aa14-5f654884b4d0,dhl,2021-02-12T23:49:14Z,2021-02-17T23:49:14Z,delivered
608b352f-dc9d-4f97-bcd3-a6f0d9b567f4,79bdfd27-a0a7-4e4f-9d75-0c12c72ce7f1,,131db634-55f8-4fb6-98f3-624ec32a94b8,2021-02-10T01:56:15Z,203.0,5.76,208.76,52056c0d-c476-43e4-be74-d4bc28c48b3b,ups,2021-02-11T01:56:15Z,2021-02-16T01:56:15Z,delivered
f41a7205-5a93-4d93-8988-ad1ee619ae2a,393de08c-725c-457a-a591-16030480eb80,,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04,2021-02-11T09:26:20Z,15.0,5.22,20.22,63b705e6-ef0b-45ff-a7ad-64549a3bff9d,ups,2021-02-13T09:26:20Z,2021-02-17T09:26:20Z,delivered
630bc8fb-239e-49e8-9911-90f5ee5637c6,4d3c9f53-0667-4a80-8259-12200fe75761,leverage,63fdd7ef-51f3-49e2-bdf2-22d46f68aacf,2021-02-10T00:06:54Z,203.0,8.71,201.71,b794e761-fa97-461b-aa7b-b2d9b5c96de8,ups,2021-02-11T00:06:54Z,2021-02-17T00:06:54Z,delivered
431ed9a0-8475-4928-a7b2-81db3f1a2dea,8af678e5-c051-4ca2-88f3-4c903d77a3f6,,28d7931e-b044-49f6-ac58-fabf1151055a,2021-02-11T08:07:21Z,120.5,2.32,122.82,12993296-fe5f-426b-9b3b-b256e0bfdd33,usps,2021-02-12T08:07:21Z,2021-02-16T08:07:21Z,delivered
682824be-efb5-4ff6-a61b-70342f7d7606,f47ac0f5-2afa-4e71-8328-bd881947159b,leverage,4747877b-fb7d-4ec1-b42d-6b8f8707c984,2021-02-10T12:28:15Z,270.5,6.25,266.75,425c0e55-9655-4e31-86a9-6c3cc1584ebb,ups,2021-02-13T12:28:15Z,2021-02-11T12:28:15Z,delivered
5741e351-3124-4de7-9dff-01a448e7dfd4,bbe518c7-5ea8-444e-acef-6c18be8336bc,,f2dfb1e6-43bf-49ac-8d17-e1498079e08b,2021-02-11T18:11:14Z,462.0,8.05,470.05,,,,,preparing
fae3a36e-1707-441b-8ff8-7b6afeb278f6,58367695-0c22-415d-9704-bd8f73bb2e8f,,de7f84bd-9386-41a6-8dd0-cbafd5b58945,2021-02-11T20:15:37Z,431.0,6.35,437.35,07401235-5b6e-4b55-89e8-7f267358145f,ups,2021-02-16T20:15:37Z,2021-02-12T20:15:37Z,delivered
12c0a32d-2471-465f-9337-14b221af4fc3,bbe518c7-5ea8-444e-acef-6c18be8336bc,,89f9c593-3ac8-4f50-ab01-01b4a2e27eaa,2021-02-10T04:29:17Z,96.75,7.68,104.43,d5d92e88-1640-42f5-9617-411774869eff,fedex,2021-02-12T04:29:17Z,2021-02-14T04:29:17Z,delivered
cf9e7988-a925-4015-baf3-7a0f9e494291,63b87683-1c30-49e0-86f0-54d00b32052f,,131db634-55f8-4fb6-98f3-624ec32a94b8,2021-02-11T08:30:24Z,100.5,2.54,103.04,f43d4579-0753-406e-b5ad-e8f211529b93,ups,2021-02-15T08:30:24Z,2021-02-16T08:30:24Z,delivered
adbf3aa7-d301-46ea-873a-d8bc0d84d285,376bc5b4-cb91-4fa3-9083-7dd7f1caa872,,02331e89-1736-4f12-85b9-ddd62545214b,2021-02-10T23:45:52Z,70.0,6.72,76.72,4f0b2205-72ce-4c12-820f-88ffc4aad8c5,usps,2021-02-15T23:45:52Z,2021-02-16T23:45:52Z,delivered
e4926154-3efe-4c30-860a-5cbb7f97490b,e512189a-15a2-4325-b41d-6092f5c03bc9,,a96cbe83-ad12-4457-af40-1b5b5f373937,2021-02-11T12:20:49Z,196.9,3.82,200.72,d10945a2-8d96-4494-b8a4-8fcba7e55763,fedex,2021-02-13T12:20:49Z,2021-02-13T12:20:49Z,delivered
bff70480-5298-4218-8cac-4f825b082bf5,525d85ad-6277-4500-9701-9afbf9785ad3,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d,2021-02-11T07:28:06Z,411.95,1.28,413.23,b21831e8-d37e-4246-a200-f64d58da375d,fedex,2021-02-13T07:28:06Z,2021-02-18T07:28:06Z,delivered
0b43de27-5e08-4c20-a21d-44e786835265,4d3c9f53-0667-4a80-8259-12200fe75761,,a81e134c-8135-44ab-bda4-66b29e5175ca,2021-02-11T23:11:42Z,152.25,6.26,158.51,44349fc6-f978-4b75-8dbf-4e1f45dc21a6,ups,2021-02-13T23:11:42Z,2021-02-12T23:11:42Z,delivered
6f89159f-8046-4bae-a680-34ca13c9d4fa,6f0c43cb-42af-45e0-83ae-f0ed3b4e2e8e,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d,2021-02-11T13:20:59Z,565.0,6.35,571.35,c883c90e-8e4b-4aca-a393-a1380136d86b,usps,2021-02-16T13:20:59Z,2021-02-17T13:20:59Z,delivered
e85b50e8-357e-45ff-8b8d-1890b9b7d0f0,9cfa05e2-606b-4080-8bac-96e3986f1704,,53983579-4a64-432a-941e-c3d9c886bd77,2021-02-10T09:11:47Z,205.3,5.69,210.99,080d8966-d058-4476-921e-19ee95bbd681,ups,2021-02-12T09:11:47Z,2021-02-14T09:11:47Z,delivered
08a14677-500a-4814-a60a-d83c3f6a8a37,2a6f290c-40f8-4705-89d9-e8aeb6a4fa7b,,280bb1a8-d59e-4ada-b479-a4d47163130e,2021-02-10T13:22:13Z,457.0,7.06,464.06,45273ecc-4321-4063-bc7c-786ea0f57634,ups,2021-02-13T13:22:13Z,2021-02-13T13:22:13Z,delivered
7d0f805e-b354-4c27-b55d-310e49d06e4e,48fd8fef-ef87-4609-aac6-a8495b2feb50,,1d3482c6-e56b-47df-91f8-4b32bc908b2b,2021-02-10T17:49:57Z,288.75,5.44,294.19,2270a0a4-e44c-4e18-a441-7dd943e06c30,fedex,2021-02-11T17:49:57Z,2021-02-12T17:49:57Z,delivered
1ee4b2c1-1928-49aa-8552-88d946853143,baaf00b6-da56-44af-8c70-97269472e6f3,,957af504-cee3-4f3a-8f5a-eb5a5bd23b16,2021-02-11T14:14:49Z,101.5,1.62,103.12,4b157d74-dbe5-4648-ae86-591ce856e0b4,usps,2021-02-15T14:14:49Z,2021-02-18T14:14:49Z,delivered
71eb1669-8706-4ef4-8a4c-0def78871dc4,1550e197-9073-408e-a1ca-08f9dbac7f7a,,e21cfbf8-4b71-4028-a00f-83d79b8d1745,2021-02-10T17:25:21Z,150.75,2.83,153.58,3927cfbf-0cb1-4dac-a73c-e627d740c94d,fedex,2021-02-15T17:25:21Z,2021-02-16T17:25:21Z,delivered
c57a3e41-2e01-4529-a904-054657859dd7,c42fc8e5-9ab6-4fbf-84bf-40ff309bf24c,,dc7345f9-9c6b-45d5-a633-a07a4a355104,2021-02-11T15:02:07Z,273.9,5.89,279.79,aeca343b-0aaf-46e5-ace5-df8cffa319e7,fedex,2021-02-12T15:02:07Z,2021-02-13T15:02:07Z,delivered
d1020671-7cdf-493c-b008-c48535415611,1df78ad9-9493-4ce9-b1ad-776f26650417,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac,2021-02-11T04:51:15Z,161.0,6.55,167.55,,,,,preparing
c5a71045-9dfe-4345-8021-200a01481367,6875a4d9-cdc6-43bc-a700-f6916e049e46,Optional,d3dfe1e5-6826-49fe-9bfb-ef1022a20520,2021-02-11T23:48:34Z,15.25,3.64,1.89,c9c63e8d-2ee7-41c3-bd5d-1f7f27c3c7a1,fedex,2021-02-12T23:48:34Z,,shipped
8a7d1bfe-b9b2-4aae-9455-9533214ce43e,c0f02267-3aca-4878-a0f9-3fe516f9ec17,,63fdd7ef-51f3-49e2-bdf2-22d46f68aacf,2021-02-10T10:26:05Z,389.35,6.91,396.26,7fd3a2f2-3189-4c82-85e4-71b38c4d8f6a,fedex,2021-02-11T10:26:05Z,2021-02-15T10:26:05Z,delivered
eb047506-bf59-4d29-b134-6a9d80235f3f,58367695-0c22-415d-9704-bd8f73bb2e8f,,96a40097-0030-4509-bb52-b3251fdef2b6,2021-02-11T18:46:38Z,236.25,4.26,240.51,4c0cd4a4-47c0-423b-aa63-85281d7fda2b,fedex,2021-02-13T18:46:38Z,2021-02-15T18:46:38Z,delivered
915a50e8-2ca3-434b-aacb-7d633ba1bef1,ee92f1cf-3bcf-4cea-a8d4-ac5ce812de46,,b5d85492-b403-4f52-a42b-4363716f4cfb,2021-02-11T23:34:16Z,256.75,4.92,261.67,74a4ffcc-ecc8-4a79-abd1-71e870a4f54d,ups,2021-02-16T23:34:16Z,2021-02-13T23:34:16Z,delivered
ef4b32fb-3859-441a-a4cc-1ca197f78aeb,30a46555-66f8-4dd3-946f-dacc9bd6d0c2,,6d31baf0-1ecd-42e0-b32f-645d084c3109,2021-02-10T01:58:09Z,71.5,2.92,74.42,b350fe12-c39e-4cb3-abd8-dc38887a796a,ups,,2021-02-12T01:58:09Z,delivered
8b006054-ad90-49c4-9685-2adabaf29fcc,b6b40cce-8d02-4fe5-8bee-5eadbcb56a01,,2ccdea45-e41c-4845-8252-50c2f568e0db,2021-02-10T01:25:20Z,95.5,9.71,105.21,f630f43b-b95a-497d-9c12-8c2dabe67d5a,fedex,2021-02-11T01:25:20Z,2021-02-12T01:25:20Z,delivered
7456d2d4-95f8-4725-bcd3-78ec79467149,d1f08820-32e6-4a31-abba-5aa533bc15a9,,df4fbdd5-d7f9-4711-b1b6-2517808df91a,2021-02-11T16:56:50Z,15.0,2.81,17.81,d06d904b-8fd6-4c6a-800d-22cd37f162d5,ups,2021-02-14T16:56:50Z,2021-02-17T16:56:50Z,delivered
e60286de-ae1c-4427-8b3c-3f019e93ac7a,2816d806-e7b2-4721-a197-a60bd3082f35,,e40b6557-536e-478e-a405-eed9959aa9f7,2021-02-10T00:05:59Z,162.0,5.27,167.27,2f77808e-dc8d-4be0-9d71-3b3143e94c27,fedex,2021-02-12T00:05:59Z,2021-02-17T00:05:59Z,delivered
095cd54c-8568-4245-9d7a-9c2f79c6a19e,edbbae4b-6354-4a0b-9d43-d74c3f67b5de,leverage,609af927-16f8-450a-ade4-1e06724e9feb,2021-02-10T21:34:59Z,30.5,6.7,27.2,4b80bdbc-8aa1-45ec-a2b0-9dac783ab978,usps,2021-02-15T21:34:59Z,2021-02-16T21:34:59Z,delivered
b10167f6-1753-4208-b79b-cba9ace4b6be,51d453ca-8147-49eb-a874-8139855727e7,,dd1048ba-46a5-4d80-a7e1-b1592c161a4c,2021-02-11T21:01:26Z,271.0,4.62,275.62,770428a5-36ec-4319-aa34-d6064e31a777,ups,2021-02-12T21:01:26Z,2021-02-14T21:01:26Z,delivered
b7e548f6-8f59-4552-8577-e0b895c858b4,02414bff-285d-4008-9352-ad50839b729f,,4747877b-fb7d-4ec1-b42d-6b8f8707c984,2021-02-10T10:15:40Z,85.0,3.36,88.36,eb73ab98-588d-44af-8a0e-02af97f31661,ups,2021-02-12T10:15:40Z,2021-02-14T10:15:40Z,delivered
aafb9fbd-56e1-4dcc-b6b2-a3fd91381bb6,e879df28-ff9c-4900-b99c-c769ec349316,,959fc946-4baf-457f-8290-2a7d0e7fc3f7,2021-02-11T11:44:42Z,45.0,5.13,50.13,,,,,preparing
7cbec68e-07c8-4476-86b4-90549db95454,d055abf7-ba8e-463b-975a-c5cb10f6d8eb,,8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347,2021-02-10T01:52:22Z,561.5,2.92,564.42,5108cc8a-e99c-445e-adc2-10298c053c1a,fedex,2021-02-13T01:52:22Z,2021-02-15T01:52:22Z,delivered
f61a095b-7537-4869-aeff-1433277fa898,62c29c95-e8ec-4b77-a7fa-550820017bff,,4983fb6f-b53f-4022-95ca-d17eb4974093,2021-02-11T01:00:11Z,305.5,8.82,314.32,ccb866e8-95b3-4894-9cd4-d5db65c3cd16,dhl,2021-02-14T01:00:11Z,2021-02-16T01:00:11Z,delivered
09853043-de2b-4ab4-a47a-4cb90a13a27e,d78268b1-7168-49f4-8f6f-db436afb5a6f,,24b83ef4-4f28-408a-bea9-171ddaf094a7,2021-02-11T10:12:41Z,60.5,3.76,64.26,b611857e-7414-4621-b487-619b0d5a2436,fedex,2021-02-14T10:12:41Z,2021-02-12T10:12:41Z,delivered
ac999da3-2fbb-40e8-94cc-30d61d765b07,ac8cea7f-30b1-498d-8baa-d5ea2b32d138,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a,2021-02-11T10:50:00Z,418.0,4.64,422.64,8d909da1-b5b5-4245-abb1-a387b98d649b,ups,2021-02-16T10:50:00Z,2021-02-18T10:50:00Z,delivered
e2510e94-b61f-4d8f-bf5f-7c13f609f272,dc41b3dc-c270-46ce-a7b7-1f27c178765c,,4983fb6f-b53f-4022-95ca-d17eb4974093,2021-02-10T23:57:07Z,605.3,9.97,615.27,9935815e-8420-436b-ac7d-87294e2b5d41,ups,2021-02-15T23:57:07Z,2021-02-16T23:57:07Z,delivered
0a5be7a1-f4b1-4833-b4fa-72a9276c63bf,9cfa05e2-606b-4080-8bac-96e3986f1704,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a,2021-02-10T19:19:53Z,123.8,4.98,128.78,591e0d3a-b935-4d5c-bf31-e6a2cb75f103,ups,2021-02-12T19:19:53Z,2021-02-14T19:19:53Z,delivered
1559d243-a71a-4568-ac1b-a6175099e006,6cf2751f-d815-4fbc-b04a-245c1301574c,,302bfd3c-795c-4eef-b1e7-627897f6861e,2021-02-10T03:22:09Z,122.0,6.67,128.67,e88410ac-0042-4305-9661-bf63b17236b0,usps,2021-02-15T03:22:09Z,2021-02-17T03:22:09Z,delivered
0b926971-0595-47de-a881-26c82d880ed4,f36630d8-e3d9-4e23-acc0-ffd86e661c26,,edd6e563-bce1-4c84-859d-31cae681f40b,2021-02-10T12:42:49Z,296.0,5.71,301.71,90ab8662-a7d0-4b2f-aaa4-3c8c1eefb772,ups,,2021-02-17T12:42:49Z,delivered
e4132e2f-e65c-407f-87f1-27c416702bf2,1e06f0d8-776e-4309-92ec-f9f54d1d1679,,994b670f-e529-4a97-9826-448f7f9fbf80,2021-02-11T02:54:39Z,30.0,9.55,39.55,727ad67d-8713-4771-80e6-8146ec975ff2,ups,2021-02-14T02:54:39Z,2021-02-14T02:54:39Z,delivered
fafde59f-fc4a-4d5f-865e-ff13c8ab6d06,c4f8645d-471d-4c3b-aa5c-dd2f30115669,,ff8d0181-f21e-4235-bf7c-e5f917c6b55f,2021-02-10T14:33:34Z,202.0,4.75,206.75,b0867a83-05d3-4288-8975-f23617c27aa9,ups,2021-02-12T14:33:34Z,2021-02-17T14:33:34Z,delivered
