order_id,created_at,order_cost,shipping_cost,order_total,tracking_id,shipping_service,estimated_delivery_at,delivered_at,status,user,promo,address
dbfaf983-63e8-4246-899b-f0689e54ea56,2021-02-11T20:21:38Z,325.0,6.92,331.92,1a0aed25-71fb-4596-85ef-c4790d2e3048,fedex,2021-02-12T20:21:38Z,2021-02-14T20:21:38Z,delivered,f47ac0f5-2afa-4e71-8328-bd881947159b,,aa61ded6-4588-48dd-9759-1bd36ec5d787
f5e96989-b540-486f-bb13-1f4297c194bd,2021-02-11T10:22:46Z,367.0,2.27,369.27,99870825-fa59-4d25-98ba-4fbe0d26e08f,fedex,,2021-02-14T10:22:46Z,delivered,e3302139-c0ba-4715-9c35-68dde8347b56,,4983fb6f-b53f-4022-95ca-d17eb4974093
4eae9c6e-4c96-430f-b103-21203c72064f,2021-02-11T15:50:51Z,135.0,8.55,143.55,18189a49-83c4-4afc-8e5c-d5d376c6c52b,ups,2021-02-14T15:50:51Z,2021-02-13T15:50:51Z,delivered,707a74bd-593f-4bdc-85e3-b8ff6b538399,,aa61ded6-4588-48dd-9759-1bd36ec5d787
38893be1-b3c0-4460-ab69-f83f6ac95c6a,2021-02-11T11:00:59Z,196.5,2.28,198.78,bd2aaf67-98f8-42e3-9558-560974400f0b,usps,2021-02-12T11:00:59Z,,shipped,bbe518c7-5ea8-444e-acef-6c18be8336bc,,27b514cc-7ff4-4451-b1ba-27bb2f5011c8
b2b891d1-56c5-4876-a24f-a7961b3e1b3b,2021-02-11T14:53:52Z,145.75,7.49,153.24,35b3fc7e-8cac-4760-8bc5-f980f9b6377f,usps,2021-02-15T14:53:52Z,,shipped,20e2eaa5-e8b9-4675-bc3b-11c048b060d9,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac
45319e78-6d23-4728-a135-75dbda6bde49,2021-02-11T11:00:45Z,100.75,6.95,107.7,901004b6-66a9-4c77-9aea-364d28211e36,usps,2021-02-12T11:00:45Z,2021-02-12T11:00:45Z,delivered,7193aa74-ca9f-4769-b290-a817bd2e4266,,632eadda-3e81-492c-8108-d5982aeac84d
e2b27601-37f6-413d-9377-ed9a3a8a5ac8,2021-02-11T22:55:16Z,35.5,6.03,41.53,ef8a13fe-99e5-41ca-9f49-04b04f796895,ups,2021-02-14T22:55:16Z,2021-02-13T22:55:16Z,delivered,6cf2751f-d815-4fbc-b04a-245c1301574c,,2466034c-a22b-4b0e-95af-2d34160779bc
8899a38e-2c99-46ea-adb4-526c3a1fac38,2021-02-11T14:56:45Z,161.5,9.21,170.71,069d4b43-4d46-4c5c-88a0-04f8841117ec,ups,2021-02-16T14:56:45Z,2021-02-14T14:56:45Z,delivered,467a047e-c8df-4304-8fc9-949acd7bcf4a,,5eadcadd-a524-443f-8fcb-d0ef1981da0a
0ac61965-6392-4fe3-bb4f-292438c37de0,2021-02-11T07:45:00Z,372.75,4.92,377.67,0c59fc80-862a-418a-ac64-93093d8edea8,ups,2021-02-15T07:45:00Z,2021-02-17T07:45:00Z,delivered,78fe6452-8a56-4226-ae22-f372116b12ff,,1d3482c6-e56b-47df-91f8-4b32bc908b2b
4650242f-8513-49dd-b2e8-4df3c388fd22,2021-02-11T18:43:30Z,457.0,1.58,458.58,989f31d6-d932-494a-9ec6-233b66f3756a,ups,2021-02-13T18:43:30Z,2021-02-14T18:43:30Z,delivered,48ebf150-7cb7-4358-a5ef-1a2b0aa831b9,,56078786-b8da-47a0-8a7c-befda74f8cd8
cfd3e3f3-2b77-4858-b3ed-683496b33cfa,2021-02-11T13:48:32Z,91.5,2.97,94.47,24b536c6-d20c-4c56-b20d-bf30b2285a82,fedex,2021-02-12T13:48:32Z,2021-02-16T13:48:32Z,delivered,aa2bd310-8be1-4b6c-a852-2789d8652ac7,,d0042646-63e0-434e-874c-aec1d434f2df
19f1c3c5-3840-4d33-8d88-30fad93fa25e,2021-02-11T06:14:33Z,160.25,3.72,153.97,870fae93-822b-4b4a-b4ad-923fe2684c03,fedex,2021-02-14T06:14:33Z,2021-02-14T06:14:33Z,delivered,707a74bd-593f-4bdc-85e3-b8ff6b538399,leverage,b8f77f86-d46a-412a-9dce-7b458a34618d
4187e4d5-0629-4725-8ff5-1e88bf584dc2,2021-02-11T13:24:29Z,482.75,3.97,486.72,5e1a9911-135c-4224-97e1-dd160833794e,ups,2021-02-16T13:24:29Z,2021-02-13T13:24:29Z,delivered,c4706c3b-a72a-4a8e-8a54-55c6b0238f86,,42e017a2-ca97-4f71-bf3c-d32605ef9d43
484655dc-c294-4f4a-9ac4-de88a2e440e3,2021-02-11T14:09:11Z,343.25,6.87,350.12,a67ee95f-0f4c-4ab9-84ca-0d77dc8adf13,ups,2021-02-13T14:09:11Z,2021-02-14T14:09:11Z,delivered,1690815f-a96f-4f41-af89-bde6e90ad560,,2aaf2e91-8735-4def-82ca-31dce98ff634
e86dab74-f840-482c-b833-0e60b4e58a27,2021-02-11T23:49:14Z,165.0,7.52,172.52,8fc43e60-b2db-4d6b-aa14-5f654884b4d0,dhl,2021-02-12T23:49:14Z,2021-02-17T23:49:14Z,delivered,bf7367be-d029-4255-81a1-3a295eeb9c56,,2c7bd191-c7c9-45d3-9dd0-612320bd9817
f41a7205-5a93-4d93-8988-ad1ee619ae2a,2021-02-11T09:26:20Z,15.0,5.22,20.22,63b705e6-ef0b-45ff-a7ad-64549a3bff9d,ups,2021-02-13T09:26:20Z,2021-02-17T09:26:20Z,delivered,393de08c-725c-457a-a591-16030480eb80,,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04
431ed9a0-8475-4928-a7b2-81db3f1a2dea,2021-02-11T08:07:21Z,120.5,2.32,122.82,12993296-fe5f-426b-9b3b-b256e0bfdd33,usps,2021-02-12T08:07:21Z,2021-02-16T08:07:21Z,delivered,8af678e5-c051-4ca2-88f3-4c903d77a3f6,,28d7931e-b044-49f6-ac58-fabf1151055a
5741e351-3124-4de7-9dff-01a448e7dfd4,2021-02-11T18:11:14Z,462.0,8.05,470.05,,,,,preparing,bbe518c7-5ea8-444e-acef-6c18be8336bc,,f2dfb1e6-43bf-49ac-8d17-e1498079e08b
fae3a36e-1707-441b-8ff8-7b6afeb278f6,2021-02-11T20:15:37Z,431.0,6.35,437.35,07401235-5b6e-4b55-89e8-7f267358145f,ups,2021-02-16T20:15:37Z,2021-02-12T20:15:37Z,delivered,58367695-0c22-415d-9704-bd8f73bb2e8f,,de7f84bd-9386-41a6-8dd0-cbafd5b58945
cf9e7988-a925-4015-baf3-7a0f9e494291,2021-02-11T08:30:24Z,100.5,2.54,103.04,f43d4579-0753-406e-b5ad-e8f211529b93,ups,2021-02-15T08:30:24Z,2021-02-16T08:30:24Z,delivered,63b87683-1c30-49e0-86f0-54d00b32052f,,131db634-55f8-4fb6-98f3-624ec32a94b8
e4926154-3efe-4c30-860a-5cbb7f97490b,2021-02-11T12:20:49Z,196.9,3.82,200.72,d10945a2-8d96-4494-b8a4-8fcba7e55763,fedex,2021-02-13T12:20:49Z,2021-02-13T12:20:49Z,delivered,e512189a-15a2-4325-b41d-6092f5c03bc9,,a96cbe83-ad12-4457-af40-1b5b5f373937
bff70480-5298-4218-8cac-4f825b082bf5,2021-02-11T07:28:06Z,411.95,1.28,413.23,b21831e8-d37e-4246-a200-f64d58da375d,fedex,2021-02-13T07:28:06Z,2021-02-18T07:28:06Z,delivered,525d85ad-6277-4500-9701-9afbf9785ad3,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d
0b43de27-5e08-4c20-a21d-44e786835265,2021-02-11T23:11:42Z,152.25,6.26,158.51,44349fc6-f978-4b75-8dbf-4e1f45dc21a6,ups,2021-02-13T23:11:42Z,2021-02-12T23:11:42Z,delivered,4d3c9f53-0667-4a80-8259-12200fe75761,,a81e134c-8135-44ab-bda4-66b29e5175ca
6f89159f-8046-4bae-a680-34ca13c9d4fa,2021-02-11T13:20:59Z,565.0,6.35,571.35,c883c90e-8e4b-4aca-a393-a1380136d86b,usps,2021-02-16T13:20:59Z,2021-02-17T13:20:59Z,delivered,6f0c43cb-42af-45e0-83ae-f0ed3b4e2e8e,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d
1ee4b2c1-1928-49aa-8552-88d946853143,2021-02-11T14:14:49Z,101.5,1.62,103.12,4b157d74-dbe5-4648-ae86-591ce856e0b4,usps,2021-02-15T14:14:49Z,2021-02-18T14:14:49Z,delivered,baaf00b6-da56-44af-8c70-97269472e6f3,,957af504-cee3-4f3a-8f5a-eb5a5bd23b16
c57a3e41-2e01-4529-a904-054657859dd7,2021-02-11T15:02:07Z,273.9,5.89,279.79,aeca343b-0aaf-46e5-ace5-df8cffa319e7,fedex,2021-02-12T15:02:07Z,2021-02-13T15:02:07Z,delivered,c42fc8e5-9ab6-4fbf-84bf-40ff309bf24c,,dc7345f9-9c6b-45d5-a633-a07a4a355104
d1020671-7cdf-493c-b008-c48535415611,2021-02-11T04:51:15Z,161.0,6.55,167.55,,,,,preparing,1df78ad9-9493-4ce9-b1ad-776f26650417,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac
c5a71045-9dfe-4345-8021-200a01481367,2021-02-11T23:48:34Z,15.25,3.64,1.89,c9c63e8d-2ee7-41c3-bd5d-1f7f27c3c7a1,fedex,2021-02-12T23:48:34Z,,shipped,6875a4d9-cdc6-43bc-a700-f6916e049e46,Optional,d3dfe1e5-6826-49fe-9bfb-ef1022a20520
eb047506-bf59-4d29-b134-6a9d80235f3f,2021-02-11T18:46:38Z,236.25,4.26,240.51,4c0cd4a4-47c0-423b-aa63-85281d7fda2b,fedex,2021-02-13T18:46:38Z,2021-02-15T18:46:38Z,delivered,58367695-0c22-415d-9704-bd8f73bb2e8f,,96a40097-0030-4509-bb52-b3251fdef2b6
915a50e8-2ca3-434b-aacb-7d633ba1bef1,2021-02-11T23:34:16Z,256.75,4.92,261.67,74a4ffcc-ecc8-4a79-abd1-71e870a4f54d,ups,2021-02-16T23:34:16Z,2021-02-13T23:34:16Z,delivered,ee92f1cf-3bcf-4cea-a8d4-ac5ce812de46,,b5d85492-b403-4f52-a42b-4363716f4cfb
7456d2d4-95f8-4725-bcd3-78ec79467149,2021-02-11T16:56:50Z,15.0,2.81,17.81,d06d904b-8fd6-4c6a-800d-22cd37f162d5,ups,2021-02-14T16:56:50Z,2021-02-17T16:56:50Z,delivered,d1f08820-32e6-4a31-abba-5aa533bc15a9,,df4fbdd5-d7f9-4711-b1b6-2517808df91a
b10167f6-1753-4208-b79b-cba9ace4b6be,2021-02-11T21:01:26Z,271.0,4.62,275.62,770428a5-36ec-4319-aa34-d6064e31a777,ups,2021-02-12T21:01:26Z,2021-02-14T21:01:26Z,delivered,51d453ca-8147-49eb-a874-8139855727e7,,dd1048ba-46a5-4d80-a7e1-b1592c161a4c
aafb9fbd-56e1-4dcc-b6b2-a3fd91381bb6,2021-02-11T11:44:42Z,45.0,5.13,50.13,,,,,preparing,e879df28-ff9c-4900-b99c-c769ec349316,,959fc946-4baf-457f-8290-2a7d0e7fc3f7
f61a095b-7537-4869-aeff-1433277fa898,2021-02-11T01:00:11Z,305.5,8.82,314.32,ccb866e8-95b3-4894-9cd4-d5db65c3cd16,dhl,2021-02-14T01:00:11Z,2021-02-16T01:00:11Z,delivered,62c29c95-e8ec-4b77-a7fa-550820017bff,,4983fb6f-b53f-4022-95ca-d17eb4974093
09853043-de2b-4ab4-a47a-4cb90a13a27e,2021-02-11T10:12:41Z,60.5,3.76,64.26,b611857e-7414-4621-b487-619b0d5a2436,fedex,2021-02-14T10:12:41Z,2021-02-12T10:12:41Z,delivered,d78268b1-7168-49f4-8f6f-db436afb5a6f,,24b83ef4-4f28-408a-bea9-171ddaf094a7
ac999da3-2fbb-40e8-94cc-30d61d765b07,2021-02-11T10:50:00Z,418.0,4.64,422.64,8d909da1-b5b5-4245-abb1-a387b98d649b,ups,2021-02-16T10:50:00Z,2021-02-18T10:50:00Z,delivered,ac8cea7f-30b1-498d-8baa-d5ea2b32d138,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a
e4132e2f-e65c-407f-87f1-27c416702bf2,2021-02-11T02:54:39Z,30.0,9.55,39.55,727ad67d-8713-4771-80e6-8146ec975ff2,ups,2021-02-14T02:54:39Z,2021-02-14T02:54:39Z,delivered,1e06f0d8-776e-4309-92ec-f9f54d1d1679,,994b670f-e529-4a97-9826-448f7f9fbf80
5b3044cb-20cd-4a2c-9226-c3d24d488557,2021-02-11T02:46:22Z,342.0,8.52,350.52,e0ff8be9-55cb-47de-a5f3-a260571b837c,fedex,2021-02-12T02:46:22Z,2021-02-17T02:46:22Z,delivered,7193aa74-ca9f-4769-b290-a817bd2e4266,,1ceb9167-9852-45a7-8109-57b077d8a2e0
265f9aae-561a-4232-a78a-7052466e46b7,2021-02-11T05:06:33Z,167.4,1.18,168.58,,,,,preparing,5555f2b6-d408-419f-aa60-22c0f0440f50,,4d9d28c3-6e38-48e7-9960-f244a3e72d9d
af1c67f7-bbde-4f2f-99d0-2e19242141c2,2021-02-11T22:51:46Z,121.0,1.97,122.97,6729514d-0b66-4440-8092-ba22fae0d5d4,usps,2021-02-13T22:51:46Z,2021-02-15T22:51:46Z,delivered,e0d9d6a2-d95a-4c56-b2df-654eca4d3bae,,23f4d3fc-7192-44eb-a1c6-c3d93eed0a42
e42ba9a9-986a-4f00-8dd2-5cf8462c74ea,2021-02-11T10:11:14Z,246.0,7.88,253.88,,,,,preparing,60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96,,fb0c8410-558a-4a65-bc50-6f82c32c7d1a
76198fb9-1fa6-4fe6-9053-1cbad61c4730,2021-02-11T03:56:47Z,241.5,5.1,246.6,6cf159eb-799c-4b74-8896-675d12f72750,ups,2021-02-15T03:56:47Z,2021-02-16T03:56:47Z,delivered,eb8ac155-9558-47a2-ad5d-3a2518ec563c,,abf50534-9e5b-4e95-9548-2008505f40a2
b4eec587-6bca-4b2a-b3d3-ef2db72c4a4f,2021-02-11T12:10:50Z,116.5,6.22,111.72,,,,,preparing,393de08c-725c-457a-a591-16030480eb80,Digitized,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04
55288bb6-9a28-483f-a005-ceef70079c72,2021-02-11T10:47:31Z,15.0,9.98,24.98,7f8207cf-2db6-485c-90b7-bcbedb8c4fbd,usps,2021-02-14T10:47:31Z,2021-02-18T10:47:31Z,delivered,6d37adeb-4c53-4167-b170-c89e4bd1764a,,e6572a36-e4ae-4daa-8c05-692490c310a1
cc2bd924-fb17-408c-93b5-cc01cf8e9ef0,2021-02-11T15:31:40Z,244.55,6.73,251.28,6b427193-762c-4768-9d9d-ae3f4a02933b,usps,2021-02-12T15:31:40Z,2021-02-16T15:31:40Z,delivered,b6b40cce-8d02-4fe5-8bee-5eadbcb56a01,,e71bd22e-7711-405f-9d7e-2a7824d68a6a
db7957ce-8b32-41bb-868f-c8e9cce8f1a3,2021-02-11T04:20:00Z,221.75,3.89,225.64,2f3a45b8-b856-4228-91f8-7bbeaad4dcd5,ups,2021-02-13T04:20:00Z,2021-02-17T04:20:00Z,delivered,d055abf7-ba8e-463b-975a-c5cb10f6d8eb,,abf50534-9e5b-4e95-9548-2008505f40a2
67ae065f-0e88-4dcd-bf78-95f5f4613c69,2021-02-11T11:11:14Z,383.0,2.37,372.37,,,,,preparing,0babae9e-2656-4dcb-b454-47d88d47c920,instruction set,abf50534-9e5b-4e95-9548-2008505f40a2
08cbcbdc-781b-434d-a70b-4955117596a1,2021-02-11T09:59:37Z,273.25,2.93,276.18,03b4b7c8-e8e6-4cf5-b43f-06bc819eb230,ups,2021-02-12T09:59:37Z,2021-02-13T09:59:37Z,delivered,93908a68-20b7-44ba-b6c1-6f4cc57d7726,,cdac5d06-ad99-49f6-abb0-df87017dccfd
5dbde056-632e-484a-a30b-67665cec51ee,2021-02-11T10:22:33Z,679.35,5.81,685.16,89822572-41fb-421f-a450-c63f237c8b4b,ups,2021-02-15T10:22:33Z,2021-02-16T10:22:33Z,delivered,2f0a3789-41ac-4732-bf29-b3ea5f4ed831,,b3315b61-f1a6-4dbc-b08b-d65b38aa6f77
d01dd09a-42bf-4987-af15-960fda67b02a,2021-02-11T21:10:31Z,111.5,9.25,120.75,d96f116e-cd40-47f3-91a2-814a00765b67,ups,2021-02-16T21:10:31Z,2021-02-17T21:10:31Z,delivered,78955b0f-6e77-44d6-89b5-18097afb0580,,177f1c47-e34a-4c5d-b704-330376ba6ae2
692abf44-42fb-4cd3-8076-d9346d57211c,2021-02-11T00:38:58Z,210.5,8.39,218.89,0cd76fd4-03c9-4f43-9f07-6eaf6326bbe3,usps,2021-02-14T00:38:58Z,2021-02-18T00:38:58Z,delivered,dbc936d7-51da-4dfa-9dd9-7ce399b466df,,280bb1a8-d59e-4ada-b479-a4d47163130e
333db7e3-aba5-4988-b61f-ced40037b5c8,2021-02-11T18:01:25Z,177.0,1.61,178.61,d373b271-7296-4e49-8db1-45021d47a222,ups,2021-02-13T18:01:25Z,2021-02-15T18:01:25Z,delivered,6d37adeb-4c53-4167-b170-c89e4bd1764a,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a
4fe7882d-a063-4afc-95c5-a80430305a22,2021-02-11T16:12:05Z,298.25,7.08,305.33,6ad98e61-54d0-4343-9398-91c2af780281,fedex,2021-02-12T16:12:05Z,,shipped,79bdfd27-a0a7-4e4f-9d75-0c12c72ce7f1,,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04
a132ed5c-7140-41f5-8eb1-992b7aeae11b,2021-02-11T11:51:28Z,323.5,8.95,332.45,98f445e4-7953-4028-9f66-a8805b97756a,fedex,2021-02-15T11:51:28Z,2021-02-14T11:51:28Z,delivered,48fd8fef-ef87-4609-aac6-a8495b2feb50,,cdac5d06-ad99-49f6-abb0-df87017dccfd
69804412-006d-40a8-909a-d68710725db6,2021-02-11T00:29:14Z,50.25,8.56,58.81,f11d6036-b3f3-4380-a03d-a18a8752cf6a,fedex,2021-02-16T00:29:14Z,2021-02-12T00:29:14Z,delivered,6514b5a0-6388-4940-b6db-ed6f4e010ad5,,89ab3752-1119-4f9e-9766-0d6883501434
8298fb27-518c-4b2c-9fd8-391737ceb777,2021-02-11T14:09:20Z,90.0,1.89,91.89,49f10900-730f-4cf9-b084-4b5c3c206ea8,fedex,2021-02-12T14:09:20Z,2021-02-12T14:09:20Z,delivered,8ac6bb3e-7dc0-4cdb-90f2-a31db50547db,,71c60b11-0457-40c4-91ca-b86e0631f1eb
42ec61e5-e1ff-4dee-b507-3e466e5d1768,2021-02-11T05:52:18Z,122.85,5.07,127.92,eb66cdbf-bda3-4ccf-884c-1bb5dc580f4d,ups,2021-02-15T05:52:18Z,2021-02-16T05:52:18Z,delivered,6cbe0665-0001-43b3-98af-7cd3909b1b28,,280bb1a8-d59e-4ada-b479-a4d47163130e
c08e2beb-24ee-4915-8668-dabe2306c6ca,2021-02-11T22:43:50Z,323.0,9.15,332.15,48e73678-2069-4d6c-a802-fecdf345f3ab,ups,2021-02-13T22:43:50Z,,shipped,5943d612-56e1-449a-b891-c501bcea5c34,,4a30ec6b-111e-4142-9079-956394e1e4c7
c0873253-7827-4831-aa92-19c38372e58d,2021-02-11T17:11:14Z,336.75,9.52,346.27,,,,,preparing,48ebf150-7cb7-4358-a5ef-1a2b0aa831b9,,4934ebb8-8950-4bd0-87ba-a1532716e54d
d6ae6182-1c85-4b8e-a7a0-d150b08cab27,2021-02-11T12:49:19Z,172.75,8.38,181.13,ca6b1726-8e04-4016-8743-53e598917255,usps,2021-02-12T12:49:19Z,2021-02-14T12:49:19Z,delivered,ab21c3fa-34c7-4858-bee5-193775913caf,,b3315b61-f1a6-4dbc-b08b-d65b38aa6f77
843b5729-e193-4a16-834e-7447e35a37c8,2021-02-11T07:08:41Z,161.0,9.99,170.99,ed0da0c5-298b-40ec-a382-a0038c9e5eb7,ups,2021-02-15T07:08:41Z,2021-02-13T07:08:41Z,delivered,1690815f-a96f-4f41-af89-bde6e90ad560,,8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347
e77a9f5e-a3d7-4eed-ba0b-50893cb38f00,2021-02-11T03:54:07Z,383.8,7.16,390.96,19d1c8c0-2446-4282-88f8-bd1079a43037,fedex,2021-02-12T03:54:07Z,2021-02-13T03:54:07Z,delivered,6d37adeb-4c53-4167-b170-c89e4bd1764a,,b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6
3332bd19-5807-4a5f-8894-8f1fee628adf,2021-02-11T03:04:28Z,517.75,3.8,501.55,2184f126-3a9e-4dfd-9fd9-d5da1bfd06bc,ups,2021-02-13T03:04:28Z,,shipped,1fada2e4-1018-48f1-84dc-802dc99171fe,Mandatory,a81e134c-8135-44ab-bda4-66b29e5175ca
2bfad5b6-b4ad-47e2-a316-8b7dc7fbc246,2021-02-11T11:51:45Z,293.5,6.09,299.59,4cc535d1-8f2d-4cd2-907c-abbdb98c7236,ups,2021-02-13T11:51:45Z,2021-02-12T11:51:45Z,delivered,8ac6bb3e-7dc0-4cdb-90f2-a31db50547db,,8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347
912c0b79-532d-4710-bf23-0f9e227b5864,2021-02-11T21:39:37Z,508.4,2.09,510.49,a4b4c21e-cf53-49ab-8c59-2c1af8a66618,usps,2021-02-13T21:39:37Z,2021-02-12T21:39:37Z,delivered,e93257ac-2915-409b-a527-f8d5a089f155,,b5d85492-b403-4f52-a42b-4363716f4cfb
e03c0b27-dcb0-4b48-a36e-1c5f013d11d9,2021-02-11T04:49:12Z,268.45,2.63,258.08,174ee4bf-b4ce-4399-b6a2-cbb9d00608ac,ups,2021-02-13T04:49:12Z,2021-02-13T04:49:12Z,delivered,b49e6c79-09ad-41b2-9ed6-44570f83a3f8,instruction set,26a10637-982b-4f9d-a243-de56b194427e
0322c87a-dccc-4c1d-a639-2404c00c7871,2021-02-11T23:45:41Z,229.0,1.37,230.37,89b43e10-0740-4c67-bf4b-e4c15677182d,ups,2021-02-16T23:45:41Z,2021-02-15T23:45:41Z,delivered,44b36e47-f501-4328-9df5-927222167a3d,,184b47dd-af07-4299-b872-5cfb6e4e7ac1
85a88715-9eef-486b-9494-82989ee3b483,2021-02-11T04:28:56Z,779.5,9.34,788.84,66d9d668-f4db-4aba-9f7e-ca8987ed0b97,fedex,2021-02-12T04:28:56Z,2021-02-14T04:28:56Z,delivered,e512189a-15a2-4325-b41d-6092f5c03bc9,,bee5bf4a-6525-4ef0-bdb2-fc1d8efe0570
5f16fb3f-aa26-4cdc-8de6-e86c96dc842f,2021-02-11T06:26:15Z,210.0,9.78,202.78,,,,,preparing,9208a361-ea2f-4f75-a2b4-281b55df08a9,Optional,dc7345f9-9c6b-45d5-a633-a07a4a355104
f1236409-b5f6-4e40-961c-797b850e225b,2021-02-11T09:20:53Z,201.5,8.21,209.71,c5096b6d-91c3-4387-8f83-cbe55f1a7323,ups,2021-02-15T09:20:53Z,2021-02-12T09:20:53Z,delivered,65b34b30-f96d-4230-b595-0c7c249de7e5,,b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6
bc247c35-1e4f-453a-af60-f14218a219b5,2021-02-11T15:42:24Z,303.5,9.55,313.05,58a79a2d-41c0-40b1-9be0-f0dba6e7deae,ups,2021-02-14T15:42:24Z,2021-02-18T15:42:24Z,delivered,63b87683-1c30-49e0-86f0-54d00b32052f,,5a6a5b60-d54a-4ef7-9ae3-6bd9fd21a807
89e6f87a-1347-4670-9cb6-8873c4ae0bca,2021-02-11T10:27:32Z,355.0,8.46,363.46,96f045af-0dd4-4b09-956d-d9d27f0c36d7,usps,2021-02-12T10:27:32Z,2021-02-15T10:27:32Z,delivered,1084cc0c-3ee1-42d2-aa29-368474bd1579,,b75f3aaf-a993-400a-af77-389c1d1187a9
7db78274-d998-408b-9c97-83f22373c9ea,2021-02-11T21:19:45Z,637.4,7.31,644.71,55acac02-456c-4a50-9d4f-fb53debecad8,usps,2021-02-13T21:19:45Z,2021-02-14T21:19:45Z,delivered,baaf00b6-da56-44af-8c70-97269472e6f3,,c1661061-176f-4e18-96a3-3ae16fdee80b
