event_id,session_id,user_id,page_url,created_at,event_type,order_id,product_id
2cef95b5-94e4-43ed-a4e3-a52082c09165,a646b9aa-0044-4fbd-8bae-a1018f5d4ace,b3367c91-53bd-4aac-ab6d-0a596fe382c2,https://greenery.com/product/c17e63f7-0d28-4a95-8248-b01ea354840e,2021-02-11T23:25:37Z,page_view,,c17e63f7-0d28-4a95-8248-b01ea354840e
d70e5634-8cdf-45c3-bb9b-e7e2c2dff6a2,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/checkout/f3ab84e6-dec5-43b4-9aa7-45b9988bff58,2021-02-11T15:13:07Z,checkout,f3ab84e6-dec5-43b4-9aa7-45b9988bff58,
d0862e6c-fdf7-4e5f-af32-f7d2d9962c6c,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/shipping/f3ab84e6-dec5-43b4-9aa7-45b9988bff58,2021-02-11T18:13:09Z,package_shipped,f3ab84e6-dec5-43b4-9aa7-45b9988bff58,
2f9d8c91-107c-4763-acc9-cda09c326a7f,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/product/d3e228db-8ca5-42ad-bb0a-2148e876cc59,2021-02-11T15:12:27Z,add_to_cart,,d3e228db-8ca5-42ad-bb0a-2148e876cc59
f4d3f3a4-a4c9-4d83-9604-1bf1408c9b29,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/product/d3e228db-8ca5-42ad-bb0a-2148e876cc59,2021-02-11T15:11:38Z,page_view,,d3e228db-8ca5-42ad-bb0a-2148e876cc59
fa65024e-cc2d-42e7-b183-ce21d53f2c0f,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/product/615695d3-8ffd-4850-bcf7-944cf6d3685b,2021-02-11T15:11:09Z,add_to_cart,,615695d3-8ffd-4850-bcf7-944cf6d3685b
1f2df4b5-1de9-4266-872b-59d0dd360b8c,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/product/615695d3-8ffd-4850-bcf7-944cf6d3685b,2021-02-11T15:09:55Z,page_view,,615695d3-8ffd-4850-bcf7-944cf6d3685b
ce37d891-39fc-4eda-840f-115dfb19565f,dc881be8-fee9-4f48-bdf0-fd0435a8d4af,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,https://greenery.com/product/05df0866-1a66-41d8-9ed7-e2bbcddd6a3d,2021-02-11T15:12:28Z,page_view,,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
c7609bd7-1906-43f0-ac5b-a8b897fb61f0,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/checkout/8385cfcd-2b3f-443a-a676-9756f7eb5404,2021-02-11T02:19:13Z,checkout,8385cfcd-2b3f-443a-a676-9756f7eb5404,
12c24d84-f947-4d36-95d7-8a05f68b9b19,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/58b575f2-2192-4a53-9d21-df9a0c14fc25,2021-02-11T02:18:58Z,add_to_cart,,58b575f2-2192-4a53-9d21-df9a0c14fc25
fda762a9-ea57-45e8-81ba-cf3757b63697,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/58b575f2-2192-4a53-9d21-df9a0c14fc25,2021-02-11T02:17:22Z,page_view,,58b575f2-2192-4a53-9d21-df9a0c14fc25
026d5bb8-b64a-4918-90cc-f0139befba72,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/bb19d194-e1bd-4358-819e-cd1f1b401c0c,2021-02-11T02:16:55Z,add_to_cart,,bb19d194-e1bd-4358-819e-cd1f1b401c0c
3d378616-be52-46b8-9acc-940235c416e3,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/bb19d194-e1bd-4358-819e-cd1f1b401c0c,2021-02-11T02:15:30Z,page_view,,bb19d194-e1bd-4358-819e-cd1f1b401c0c
ca33d17f-accb-47a5-ae5f-f0c30a41aaee,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/c7050c3b-a898-424d-8d98-ab0aaad7bef4,2021-02-11T02:17:28Z,page_view,,c7050c3b-a898-424d-8d98-ab0aaad7bef4
d82f5cf9-dd85-4633-9e36-a7c1fa033f4c,fc449603-99a9-4a74-a5b7-14659e06722b,96aa719e-c5a3-4645-ba89-16c304fb59b0,https://greenery.com/product/e5ee99b6-519f-4218-8b41-62f48f59f700,2021-02-11T02:16:24Z,page_view,,e5ee99b6-519f-4218-8b41-62f48f59f700
7bb26687-da3e-46fd-a475-c89ed72a91ae,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/checkout/55164b42-78d3-4c4e-9dd3-cce61b956403,2021-02-11T23:35:12Z,checkout,55164b42-78d3-4c4e-9dd3-cce61b956403,
f52c9fb9-d34e-4fa8-8b0a-2cb048f9dd33,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/shipping/55164b42-78d3-4c4e-9dd3-cce61b956403,2021-02-12T02:35:14Z,package_shipped,55164b42-78d3-4c4e-9dd3-cce61b956403,
d57af93e-503c-4401-a3bb-ec995667436f,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/product/615695d3-8ffd-4850-bcf7-944cf6d3685b,2021-02-11T23:34:36Z,add_to_cart,,615695d3-8ffd-4850-bcf7-944cf6d3685b
fe2528a0-b192-4615-8040-6a05d67fdd33,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/product/615695d3-8ffd-4850-bcf7-944cf6d3685b,2021-02-11T23:32:30Z,page_view,,615695d3-8ffd-4850-bcf7-944cf6d3685b
3325baa3-c6c4-42c5-a678-34f470dcc27e,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/product/80eda933-749d-4fc6-91d5-613d29eb126f,2021-02-11T23:33:18Z,page_view,,80eda933-749d-4fc6-91d5-613d29eb126f
be095dab-2cca-4b98-a05d-56649c893658,676a9dc4-308b-4fb1-99ea-7ddc94381666,aa2bd310-8be1-4b6c-a852-2789d8652ac7,https://greenery.com/product/58b575f2-2192-4a53-9d21-df9a0c14fc25,2021-02-11T23:31:48Z,page_view,,58b575f2-2192-4a53-9d21-df9a0c14fc25
a5735e17-94ac-45de-8220-e56e93aeb84f,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/checkout/e1ecd50e-033d-4d0c-bcff-137c2eb494dd,2021-02-11T07:07:59Z,checkout,e1ecd50e-033d-4d0c-bcff-137c2eb494dd,
7ef47cbc-88ce-489e-8834-a34f8c1b59c4,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/shipping/e1ecd50e-033d-4d0c-bcff-137c2eb494dd,2021-02-11T11:08:04Z,package_shipped,e1ecd50e-033d-4d0c-bcff-137c2eb494dd,
ac1c667c-a15f-4fb3-a09a-f191211bde06,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/58b575f2-2192-4a53-9d21-df9a0c14fc25,2021-02-11T07:07:32Z,add_to_cart,,58b575f2-2192-4a53-9d21-df9a0c14fc25
676a4d8e-65e1-46dd-a7d4-281f4b455005,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/58b575f2-2192-4a53-9d21-df9a0c14fc25,2021-02-11T07:06:28Z,page_view,,58b575f2-2192-4a53-9d21-df9a0c14fc25
774fc66a-084e-4d01-858e-dac71e711e80,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/e2e78dfc-f25c-4fec-a002-8e280d61a2f2,2021-02-11T07:05:37Z,add_to_cart,,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
5887043b-6243-4105-ace0-6e1fb66d6269,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/e2e78dfc-f25c-4fec-a002-8e280d61a2f2,2021-02-11T07:04:44Z,page_view,,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
c9486d0e-7c93-4525-a7cb-11ede95322e9,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/c17e63f7-0d28-4a95-8248-b01ea354840e,2021-02-11T07:03:56Z,add_to_cart,,c17e63f7-0d28-4a95-8248-b01ea354840e
e87ac755-3459-4693-88a5-8a7687ed0aca,2a0e5af0-d1bb-4d61-b13c-6e7b312c994d,97fec509-ddfd-468b-8c39-ece964fdbcf1,https://greenery.com/product/c17e63f7-0d28-4a95-8248-b01ea354840e,2021-02-11T07:02:56Z,page_view,,c17e63f7-0d28-4a95-8248-b01ea354840e
96d4b85f-db38-489c-ac55-e6528f177bc7,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/checkout/1747e0c2-2649-4b8b-8048-540425302a8f,2021-02-10T10:35:35Z,checkout,1747e0c2-2649-4b8b-8048-540425302a8f,
f9296d7a-0d3c-4398-8fbe-f8e301bd507a,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/shipping/1747e0c2-2649-4b8b-8048-540425302a8f,2021-02-10T13:35:38Z,package_shipped,1747e0c2-2649-4b8b-8048-540425302a8f,
12f0255a-83f9-4dcc-b284-123653082e4c,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/80eda933-749d-4fc6-91d5-613d29eb126f,2021-02-10T10:34:55Z,add_to_cart,,80eda933-749d-4fc6-91d5-613d29eb126f
0efcf39a-794e-4afa-8e01-a9c0860d6581,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/80eda933-749d-4fc6-91d5-613d29eb126f,2021-02-10T10:33:49Z,page_view,,80eda933-749d-4fc6-91d5-613d29eb126f
725c6900-29c1-4f33-820f-96b65c82d7f9,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/5ceddd13-cf00-481f-9285-8340ab95d06d,2021-02-10T10:32:58Z,add_to_cart,,5ceddd13-cf00-481f-9285-8340ab95d06d
1a587b88-7746-4cb2-aa43-0f441551ef11,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/5ceddd13-cf00-481f-9285-8340ab95d06d,2021-02-10T10:30:53Z,page_view,,5ceddd13-cf00-481f-9285-8340ab95d06d
0bc60792-01e8-44d9-8988-6e10eca58346,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/b86ae24b-6f59-47e8-8adc-b17d88cbd367,2021-02-10T10:30:12Z,add_to_cart,,b86ae24b-6f59-47e8-8adc-b17d88cbd367
9343356b-ca78-449f-a2cb-37dd0d6f798d,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/b86ae24b-6f59-47e8-8adc-b17d88cbd367,2021-02-10T10:29:29Z,page_view,,b86ae24b-6f59-47e8-8adc-b17d88cbd367
f1663650-08ad-4888-9906-c501b2c683cb,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/e706ab70-b396-4d30-a6b2-a1ccf3625b52,2021-02-10T10:34:29Z,page_view,,e706ab70-b396-4d30-a6b2-a1ccf3625b52
0f0252db-e9b3-4472-b184-a7c184f07f4a,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/e8b6528e-a830-4d03-a027-473b411c7f02,2021-02-10T10:32:57Z,page_view,,e8b6528e-a830-4d03-a027-473b411c7f02
fefd9d8d-c8cc-4810-ba3d-f139b7e68340,b6b8f3df-4165-4ca0-bc88-904c75eebbaf,e512189a-15a2-4325-b41d-6092f5c03bc9,https://greenery.com/product/e706ab70-b396-4d30-a6b2-a1ccf3625b52,2021-02-10T10:31:48Z,page_view,,e706ab70-b396-4d30-a6b2-a1ccf3625b52
1561384a-242c-4194-aae8-c245a1b7ad99,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/checkout/1eb77dda-3387-4242-ba28-0b371ea785cf,2021-02-10T15:22:54Z,checkout,1eb77dda-3387-4242-ba28-0b371ea785cf,
a58cef39-24f4-4340-8551-5763409d8c93,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/shipping/1eb77dda-3387-4242-ba28-0b371ea785cf,2021-02-11T00:22:56Z,package_shipped,1eb77dda-3387-4242-ba28-0b371ea785cf,
67d3a129-8252-40dd-97ca-92b559e52283,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/80eda933-749d-4fc6-91d5-613d29eb126f,2021-02-10T15:22:09Z,add_to_cart,,80eda933-749d-4fc6-91d5-613d29eb126f
82a98070-ec10-40ea-a297-f1b163d1f32e,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/80eda933-749d-4fc6-91d5-613d29eb126f,2021-02-10T15:20:31Z,page_view,,80eda933-749d-4fc6-91d5-613d29eb126f
206a027d-1495-4f49-aabe-c392170267df,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80,2021-02-10T15:19:58Z,add_to_cart,,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
14e5e630-f783-451c-bba0-9a5dde6ef93b,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80,2021-02-10T15:18:34Z,page_view,,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
3ead7a61-0fc3-449a-9048-3923bf817748,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/c17e63f7-0d28-4a95-8248-b01ea354840e,2021-02-10T15:18:00Z,add_to_cart,,c17e63f7-0d28-4a95-8248-b01ea354840e
b3ef7ff5-300f-4802-b30b-5f31fd525d17,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/c17e63f7-0d28-4a95-8248-b01ea354840e,2021-02-10T15:16:07Z,page_view,,c17e63f7-0d28-4a95-8248-b01ea354840e
b3ee6594-a825-4629-95fe-c57595a96e48,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/64d39754-03e4-4fa0-b1ea-5f4293315f67,2021-02-10T15:21:58Z,page_view,,64d39754-03e4-4fa0-b1ea-5f4293315f67
af0b8825-e345-4cd5-a093-2d1b0a28a78c,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/5b50b820-1d0a-4231-9422-75e7f6b0cecf,2021-02-10T15:19:55Z,page_view,,5b50b820-1d0a-4231-9422-75e7f6b0cecf
c0feb65c-2658-4596-8f7f-62af956481ca,2e5fe1ea-97e2-4aae-afe7-a09445013635,393de08c-725c-457a-a591-16030480eb80,https://greenery.com/product/55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3,2021-02-10T15:17:51Z,page_view,,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
ce88c4fd-bf0d-4d7d-bb8c-f6bd6f6402f6,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/checkout/529bcc4d-8fcc-42b5-b4c5-a0e2c8886686,2021-02-10T07:33:26Z,checkout,529bcc4d-8fcc-42b5-b4c5-a0e2c8886686,
09d461a3-3024-4efc-925a-391be67480c8,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/shipping/529bcc4d-8fcc-42b5-b4c5-a0e2c8886686,2021-02-10T09:33:27Z,package_shipped,529bcc4d-8fcc-42b5-b4c5-a0e2c8886686,
d5034f11-d65d-4a7d-bb50-a9b31b20b9dc,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/product/579f4cd0-1f45-49d2-af55-9ab2b72c3b35,2021-02-10T07:33:02Z,add_to_cart,,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
5cf7f62c-10db-4c5b-99b5-c5510174a3ae,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/product/579f4cd0-1f45-49d2-af55-9ab2b72c3b35,2021-02-10T07:31:44Z,page_view,,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
0b8fa886-f030-434f-b050-10d468f903e9,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/product/e706ab70-b396-4d30-a6b2-a1ccf3625b52,2021-02-10T07:32:29Z,page_view,,e706ab70-b396-4d30-a6b2-a1ccf3625b52
a3350ebc-2b31-4b47-b897-a2cccb39dc97,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/product/55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3,2021-02-10T07:30:44Z,page_view,,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
95b8ccd8-4c89-4314-818f-1d370c5677bb,72245286-c520-444c-b1bd-6a178ae6d83f,f47ac0f5-2afa-4e71-8328-bd881947159b,https://greenery.com/product/4cda01b9-62e2-46c5-830f-b7f262a58fb1,2021-02-10T07:29:29Z,page_view,,4cda01b9-62e2-46c5-830f-b7f262a58fb1
00f0b98b-c4fa-43c7-8d3a-34264f373240,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/checkout/d0cc9fd6-0ce6-42a4-a77e-fabb1b0962da,2021-02-10T20:17:30Z,checkout,d0cc9fd6-0ce6-42a4-a77e-fabb1b0962da,
7da067fa-ec8e-41b2-be58-c9dd59139e43,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/shipping/d0cc9fd6-0ce6-42a4-a77e-fabb1b0962da,2021-02-11T04:17:35Z,package_shipped,d0cc9fd6-0ce6-42a4-a77e-fabb1b0962da,
3c779530-5831-4b10-bb34-d03e0d7da001,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/6f3a3072-a24d-4d11-9cef-25b0b5f8a4af,2021-02-10T20:16:53Z,add_to_cart,,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
fa467bc8-adb6-45d9-8011-cdc89aa72e66,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/6f3a3072-a24d-4d11-9cef-25b0b5f8a4af,2021-02-10T20:14:48Z,page_view,,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
b3bfeda9-d1cc-4a96-b657-b14d8957f839,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/5ceddd13-cf00-481f-9285-8340ab95d06d,2021-02-10T20:14:24Z,add_to_cart,,5ceddd13-cf00-481f-9285-8340ab95d06d
37e58680-bc05-4590-a930-4c51cf5d8f61,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/5ceddd13-cf00-481f-9285-8340ab95d06d,2021-02-10T20:12:50Z,page_view,,5ceddd13-cf00-481f-9285-8340ab95d06d
f77f075d-70d6-4114-8414-5d1297799c01,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/e18f33a6-b89a-4fbc-82ad-ccba5bb261cc,2021-02-10T20:16:04Z,page_view,,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
403bdf86-b966-4145-b94f-c74e4b9502bb,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/b86ae24b-6f59-47e8-8adc-b17d88cbd367,2021-02-10T20:14:48Z,page_view,,b86ae24b-6f59-47e8-8adc-b17d88cbd367
ec49b338-4bf5-4851-bff3-752d74429824,703dd92b-0822-477f-bac8-ec50060b51f9,7025daf6-54d9-44be-8282-7923def85169,https://greenery.com/product/be49171b-9f72-4fc9-bf7a-9a52e259836b,2021-02-10T20:12:56Z,page_view,,be49171b-9f72-4fc9-bf7a-9a52e259836b
8775f486-896d-4bad-8890-7edee70ebacb,59a444ac-6791-49df-befd-1216f1f92913,b9287f6c-c865-49bb-a3c9-da47bbdf3a90,https://greenery.com/checkout/e24985f3-2fb3-456e-a1aa-aaf88f490d70,2021-02-11T10:11:13Z,checkout,e24985f3-2fb3-456e-a1aa-aaf88f490d70,
85473648-b7d5-4fe0-be58-533aad317006,59a444ac-6791-49df-befd-1216f1f92913,b9287f6c-c865-49bb-a3c9-da47bbdf3a90,https://greenery.com/product/e8b6528e-a830-4d03-a027-473b411c7f02,2021-02-11T10:10:21Z,add_to_cart,,e8b6528e-a830-4d03-a027-473b411c7f02
